"Dice_index"	"Hu_Prot"	"Vir_prot_1"	"Vir_prot_2"	"Vir_prot_1_Type"	"Vir_prot_2_Type"	"Comparison_type"
0.171428571428571	"Q66K74"	"P06429"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0.571428571428571	"Q66K74"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.655172413793103	"Q66K74"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q66K74"	"P06429"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.358974358974359	"Q66K74"	"P06429"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.363636363636364	"Q66K74"	"P06463"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.244897959183673	"Q66K74"	"P06463"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q66K74"	"P06463"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0	"Q66K74"	"P06463"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.571428571428571	"Q66K74"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q66K74"	"P06464"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.432432432432432	"Q66K74"	"P06464"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.0512820512820513	"Q66K74"	"P06788"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.339622641509434	"Q66K74"	"P06788"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0	"Q66K74"	"P06790"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.222222222222222	"Q68CP9"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.697674418604651	"Q68DX3"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0.695652173913043	"Q6P0N0"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.823529411764706	"Q6P0N0"	"P03129"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.727272727272727	"Q6P0N0"	"P06464"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.852459016393443	"Q6ZMU5"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.754716981132076	"Q6ZMU5"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.689655172413793	"Q6ZMU5"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q86UL8"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0	"Q86VP1"	"P03120"	"P03126"	"High risk"	"High risk"	"High risk:High risk"
0.875	"Q86VP1"	"P03120"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0.84	"Q86VP1"	"P03120"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.685714285714286	"Q86VP1"	"P03120"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.916666666666667	"Q86VP1"	"P03120"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0	"Q86VP1"	"P03126"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0.0833333333333333	"Q86VP1"	"P03126"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0	"Q86VP1"	"P03126"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0	"Q86VP1"	"P03126"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.923076923076923	"Q86VP1"	"P04015"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.648648648648649	"Q86VP1"	"P04015"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.88	"Q86VP1"	"P04015"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.564102564102564	"Q86VP1"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.884615384615385	"Q86VP1"	"P06423"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.594594594594595	"Q86VP1"	"P06790"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.777777777777778	"Q86YD7"	"P03129"	"P04020"	"High risk"	"High risk"	"High risk:High risk"
0.490566037735849	"Q8IUD6"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.5	"Q8IUD6"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.721311475409836	"Q8IUD6"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.594594594594595	"Q8IUD6"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.739130434782609	"Q8IUD6"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.666666666666667	"Q8IUD6"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.327272727272727	"Q8IUX4"	"P04591"	"P69722"	"HIV"	"HIV"	"HIV:HIV"
0.0434782608695652	"Q8IUX4"	"P04591"	"P69723"	"HIV"	"HIV"	"HIV:HIV"
0.0851063829787234	"Q8IUX4"	"P04591"	"Q77YG0"	"HIV"	"HIV"	"HIV:HIV"
0.16	"Q8IUX4"	"P69722"	"P69723"	"HIV"	"HIV"	"HIV:HIV"
0.230769230769231	"Q8IUX4"	"P69722"	"Q77YG0"	"HIV"	"HIV"	"HIV:HIV"
0.941176470588235	"Q8IUX4"	"P69723"	"Q77YG0"	"HIV"	"HIV"	"HIV:HIV"
0	"Q8IWX8"	"P03129"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.5	"Q8IWX8"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.727272727272727	"Q8IWX8"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.685714285714286	"Q8IWX8"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8IWX8"	"P06423"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8IWX8"	"P06423"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8IWX8"	"P06423"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.48	"Q8IWX8"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.592592592592593	"Q8IWX8"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.833333333333333	"Q8IWX8"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.580645161290323	"Q8IYJ3"	"P03126"	"P06427"	"High risk"	"High risk"	"High risk:High risk"
0.764705882352941	"Q8IYJ3"	"P03126"	"P06462"	"High risk"	"High risk"	"High risk:High risk"
0.428571428571429	"Q8IYJ3"	"P03126"	"P24835"	"High risk"	"High risk"	"High risk:High risk"
0.8	"Q8IYJ3"	"P03126"	"Q84291"	"High risk"	"High risk"	"High risk:High risk"
0.742857142857143	"Q8IYJ3"	"P06427"	"P06462"	"High risk"	"High risk"	"High risk:High risk"
0.651162790697674	"Q8IYJ3"	"P06427"	"P24835"	"High risk"	"High risk"	"High risk:High risk"
0.611111111111111	"Q8IYJ3"	"P06427"	"Q84291"	"High risk"	"High risk"	"High risk:High risk"
0.521739130434783	"Q8IYJ3"	"P06462"	"P24835"	"High risk"	"High risk"	"High risk:High risk"
0.82051282051282	"Q8IYJ3"	"P06462"	"Q84291"	"High risk"	"High risk"	"High risk:High risk"
0.468085106382979	"Q8IYJ3"	"P24835"	"Q84291"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8IZ52"	"P06429"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0.0833333333333333	"Q8IZC6"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.421052631578947	"Q8N1B4"	"P03120"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N1B4"	"P03120"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.41025641025641	"Q8N1B4"	"P03120"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.864864864864865	"Q8N1B4"	"P03120"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N1B4"	"P04015"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.744186046511628	"Q8N1B4"	"P04015"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.48780487804878	"Q8N1B4"	"P04015"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N1B4"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N1B4"	"P06423"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.476190476190476	"Q8N1B4"	"P06790"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.375	"Q8N2W9"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.758620689655172	"Q8N2W9"	"P06423"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.380952380952381	"Q8N2W9"	"P06790"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.791666666666667	"Q8N3R9"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0.535714285714286	"Q8N448"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N448"	"P03126"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8N448"	"P06463"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.5	"Q8N5A5"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.222222222222222	"Q8N7W2"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8NAP3"	"P04015"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.24	"Q8NCP5"	"P03126"	"P03129"	"High risk"	"High risk"	"High risk:High risk"
0.1875	"Q8NCP5"	"P03126"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.0869565217391304	"Q8NCP5"	"P03126"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.413793103448276	"Q8NCP5"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.6	"Q8NCP5"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.592592592592593	"Q8NCP5"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.6	"Q8NEZ5"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.714285714285714	"Q8NEZ5"	"P06423"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.823529411764706	"Q8NEZ5"	"P06790"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.181818181818182	"Q8NI35"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8TAE8"	"A0A220NMU2"	"P03107"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8TAE8"	"A0A220NMU2"	"P04013"	"High risk"	"High risk"	"High risk:High risk"
0.555555555555556	"Q8TAE8"	"P03107"	"P04013"	"High risk"	"High risk"	"High risk:High risk"
0.0392156862745098	"Q8TAU3"	"P03126"	"P03129"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8TBC3"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.0666666666666667	"Q8TBC3"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.121212121212121	"Q8TBC3"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.75	"Q8TBC3"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.545454545454545	"Q8TBC3"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.769230769230769	"Q8TBC3"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.666666666666667	"Q8TCE9"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.516129032258065	"Q8TEY7"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.428571428571429	"Q8TEY7"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.558139534883721	"Q8TEY7"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.571428571428571	"Q8TEY7"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.421052631578947	"Q8TEY7"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.324324324324324	"Q8TEY7"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.55	"Q8WWH5"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0.484848484848485	"Q8WWH5"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.352941176470588	"Q8WWH5"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.0606060606060606	"Q8WWH5"	"P03129"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.0714285714285714	"Q8WWH5"	"P03129"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.514285714285714	"Q8WWH5"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.0555555555555556	"Q8WWH5"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.171428571428571	"Q8WWH5"	"P06429"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.133333333333333	"Q8WWH5"	"P06429"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.0689655172413793	"Q8WWH5"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0.0714285714285714	"Q8WWH5"	"P06464"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WWH5"	"P06464"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WWH5"	"P06788"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.0833333333333333	"Q8WWH5"	"P06788"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WWH5"	"P24830"	"Q84292"	"High risk"	"High risk"	"High risk:High risk"
0.580645161290323	"Q8WWY3"	"P03120"	"P04020"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WWY3"	"P03120"	"P04618"	"High risk"	"HIV"	"HIV:High risk"
0.722222222222222	"Q8WWY3"	"P03120"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.666666666666667	"Q8WWY3"	"P03120"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WWY3"	"P04020"	"P04618"	"High risk"	"HIV"	"HIV:High risk"
0.518518518518518	"Q8WWY3"	"P04020"	"P06423"	"High risk"	"High risk"	"High risk:High risk"
0.583333333333333	"Q8WWY3"	"P04020"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.0769230769230769	"Q8WWY3"	"P04618"	"P06423"	"HIV"	"High risk"	"HIV:High risk"
0	"Q8WWY3"	"P04618"	"P06790"	"HIV"	"High risk"	"HIV:High risk"
0.827586206896552	"Q8WWY3"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.88	"Q8WZ19"	"P03129"	"P06429"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WZ19"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.785714285714286	"Q8WZ19"	"P03129"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WZ19"	"P06429"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.827586206896552	"Q8WZ19"	"P06429"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q8WZ19"	"P06464"	"P06788"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92530"	"P06463"	"P24835"	"High risk"	"High risk"	"High risk:High risk"
0.347826086956522	"Q92597"	"P06463"	"P24835"	"High risk"	"High risk"	"High risk:High risk"
0.129032258064516	"Q92769"	"P03129"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.775	"Q92769"	"P03129"	"P17387"	"High risk"	"High risk"	"High risk:High risk"
0.28125	"Q92769"	"P04608"	"P17387"	"HIV"	"High risk"	"HIV:High risk"
0	"Q92796"	"P03126"	"P06463"	"High risk"	"High risk"	"High risk:High risk"
0.0869565217391304	"Q92831"	"O12161"	"P03119"	"HIV"	"High risk"	"HIV:High risk"
0.0769230769230769	"Q92831"	"O12161"	"P03120"	"HIV"	"High risk"	"HIV:High risk"
0	"Q92831"	"O12161"	"P03129"	"HIV"	"High risk"	"HIV:High risk"
0.0833333333333333	"Q92831"	"O12161"	"P04015"	"HIV"	"High risk"	"HIV:High risk"
0	"Q92831"	"O12161"	"P04608"	"HIV"	"HIV"	"HIV:HIV"
0	"Q92831"	"O12161"	"P06464"	"HIV"	"High risk"	"HIV:High risk"
0.222222222222222	"Q92831"	"O12161"	"P06790"	"HIV"	"High risk"	"HIV:High risk"
0.333333333333333	"Q92831"	"O12161"	"P18098"	"HIV"	"HIV"	"HIV:HIV"
0.918918918918919	"Q92831"	"P03119"	"P03120"	"High risk"	"High risk"	"High risk:High risk"
0.526315789473684	"Q92831"	"P03119"	"P03129"	"High risk"	"High risk"	"High risk:High risk"
0.971428571428571	"Q92831"	"P03119"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92831"	"P03119"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.465116279069767	"Q92831"	"P03119"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.206896551724138	"Q92831"	"P03119"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.382978723404255	"Q92831"	"P03119"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0.48780487804878	"Q92831"	"P03120"	"P03129"	"High risk"	"High risk"	"High risk:High risk"
0.894736842105263	"Q92831"	"P03120"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92831"	"P03120"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.434782608695652	"Q92831"	"P03120"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.1875	"Q92831"	"P03120"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.44	"Q92831"	"P03120"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0.564102564102564	"Q92831"	"P03129"	"P04015"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92831"	"P03129"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.851063829787234	"Q92831"	"P03129"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92831"	"P03129"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.156862745098039	"Q92831"	"P03129"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0	"Q92831"	"P04015"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.5	"Q92831"	"P04015"	"P06464"	"High risk"	"High risk"	"High risk:High risk"
0.2	"Q92831"	"P04015"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.375	"Q92831"	"P04015"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0	"Q92831"	"P04608"	"P06464"	"HIV"	"High risk"	"HIV:High risk"
0.181818181818182	"Q92831"	"P04608"	"P06790"	"HIV"	"High risk"	"HIV:High risk"
0.05	"Q92831"	"P04608"	"P18098"	"HIV"	"HIV"	"HIV:HIV"
0	"Q92831"	"P06464"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.178571428571429	"Q92831"	"P06464"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0.523809523809524	"Q92831"	"P06790"	"P18098"	"High risk"	"HIV"	"HIV:High risk"
0.205128205128205	"Q92841"	"P03129"	"P04591"	"High risk"	"HIV"	"HIV:High risk"
0.333333333333333	"Q92841"	"P03129"	"P04618"	"High risk"	"HIV"	"HIV:High risk"
0	"Q92841"	"P04591"	"P04618"	"HIV"	"HIV"	"HIV:HIV"
0	"Q92905"	"P06423"	"P06427"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92905"	"P06423"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0	"Q92905"	"P06423"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.16	"Q92905"	"P06427"	"P06790"	"High risk"	"High risk"	"High risk:High risk"
0.162162162162162	"Q92905"	"P06427"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.541666666666667	"Q92905"	"P06790"	"P24830"	"High risk"	"High risk"	"High risk:High risk"
0.368	"Q92973"	"A0A220NMU2"	"P03101"	"High risk"	"High risk"	"High risk:High risk"
0.757062146892655	"Q92973"	"A0A220NMU2"	"P03107"	"High risk"	"High risk"	"High risk:High risk"
0.349206349206349	"Q92973"	"A0A220NMU2"	"P03126"	"High risk"	"High risk"	"High risk:High risk"
0.390625	"Q92973"	"A0A220NMU2"	"P04012"	"High risk"	"High risk"	"High risk:High risk"
0.563758389261745	"Q92973"	"A0A220NMU2"	"P04608"	"High risk"	"HIV"	"HIV:High risk"
0.363636363636364	"Q92973"	"A0A220NMU2"	"P04618"	"High risk"	"HIV"	"HIV:High risk"
0.352	"Q92973"	"A0A220NMU2"	"P06794"	"High risk"	"High risk"	"High risk:High risk"
