Top_I	Top_NI	p_val	Total_NI	Total_I	Virus	Significance	log_p_val	organism	Category
0	22	0.62142633921365	29993	719	1263720		0.206610343078596	Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012)	Non-human_viruses_that_infect_humans
0	8	0.62142633921365	18197	660	1343791		0.206610343078596	Influenza A virus	Human_viruses
3	70	0.177296672219134	102753	1167	158611		0.751299415839748	Influenza A virus	Human_viruses
2	41	0.62142633921365	59820	1944	1891767		0.206610343078596	Simian virus 40	Non-human_viruses_that_do_not_infect_humans
0	67	0.872880913820039	107236	3295	211044		0.0590450025700484	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	Human_viruses
0	9	0.62142633921365	17145	339	251307		0.206610343078596	Influenza A virus	Human_viruses
0	5	0.62142633921365	10449	193	261268		0.206610343078596	Influenza A virus	Human_viruses
2	115	0.702695118309336	138511	3846	2697049		0.153233063537894	Severe acute respiratory syndrome coronavirus 2	Non-human_viruses_that_infect_humans
0	15	0.62142633921365	41606	1659	28285		0.206610343078596	Human adenovirus C serotype 5	Human_viruses
2	13	0.268499122797544	24747	803	295027		0.571057128827772	Human cytomegalovirus (strain Merlin)	Human_viruses
7	25	3.48819665445041e-09	48850	1254	31552	***	8.457399038781	Human papillomavirus type 6	Human_viruses
0	13	0.62142633921365	15339	438	31684		0.206610343078596	Simian immunodeficiency virus agm.grivet (isolate AGM gr-1)	Non-human_viruses_that_do_not_infect_humans
1	29	0.62142633921365	39335	2220	31762		0.206610343078596	Hepatitis delta virus genotype I (isolate D380)	Human_viruses
0	9	0.62142633921365	20642	504	329599		0.206610343078596	Influenza A virus	Human_viruses
10	167	0.135204390886948	281800	8125	333760		0.869009204052616	Human papillomavirus type 16	Human_viruses
10	111	0.00347820365006789	168196	4544	333761	***	2.4586449934916	Human papillomavirus type 18	Human_viruses
2	28	0.62142633921365	53585	1667	333763		0.206610343078596	Human papillomavirus type 32	Human_viruses
9	92	0.0553214367419796	128467	4765	333923	***	1.25710654944105	Human papillomavirus 5	Human_viruses
0	4	0.62142633921365	19748	517	337052		0.206610343078596	Bovine papillomavirus type 1	Non-human_viruses_that_do_not_infect_humans
1	88	0.62142633921365	129554	1925	33708		0.206610343078596	Murid herpesvirus 4	Non-human_viruses_that_do_not_infect_humans
0	20	0.62142633921365	36565	1040	363744		0.206610343078596	Influenza A virus	Human_viruses
1	14	0.62142633921365	18483	460	37122		0.206610343078596	Human papillomavirus type 6a	Human_viruses
0	5	0.62142633921365	10079	223	37296		0.206610343078596	Human herpesvirus 8	Human_viruses
0	2	0.62142633921365	11753	390	37959		0.206610343078596	Human papillomavirus 38	Human_viruses
0	13	0.62142633921365	24135	610	380337		0.206610343078596	Influenza A virus (strain A/Equine/Prague/1/1956 H7N7)	Human_viruses
1	35	0.62142633921365	35718	994	381517		0.206610343078596	Influenza A virus (strain A/Udorn/307/1972 H3N2)	Human_viruses
1	54	0.62142633921365	91623	2512	381518		0.206610343078596	Influenza A virus (strain A/Wilson-Smith/1933 H1N1)	Human_viruses
0	9	0.62142633921365	13441	275	382835		0.206610343078596	Influenza A virus	Human_viruses
0	31	0.811798017000859	32437	1561	385599		0.0905520138793348	Influenza A virus (strain A/Udorn/1972 H3N2)	Human_viruses
1	19	0.62142633921365	35505	339	392809		0.206610343078596	Influenza A virus (strain A/Victoria/3/1975 H3N2)	Human_viruses
0	20	0.62142633921365	38769	1200	402527		0.206610343078596	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)	Human_viruses
0	7	0.62142633921365	19027	575	442553		0.206610343078596	Influenza A virus	Human_viruses
0	15	0.62142633921365	16755	36	512345		0.206610343078596	Hepatitis E virus genotype 3 (isolate Swine/United States/swUS1)	Non-human_viruses_that_infect_humans
0	31	0.62142633921365	35348	21	512346		0.206610343078596	Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad)	Human_viruses
0	21	0.62142633921365	37556	1000	644788		0.206610343078596	Influenza A virus	Human_viruses
0	3	0.62142633921365	9470	83	648242		0.206610343078596	Adeno-associated virus 2 (isolate Srivastava/1982)	Human_viruses
2	41	0.62142633921365	58758	2097	694009		0.206610343078596	Severe acute respiratory syndrome coronavirus	Non-human_viruses_that_infect_humans
2	82	0.624566522634096	148082	5046	82830		0.204421298083609	Epstein-Barr virus (strain AG876)	Human_viruses
0	27	0.76467964157813	54552	2389	868565		0.116520472081207	Human herpesvirus 8 type P (isolate GK18)	Human_viruses
0	25	0.741658322061459	34973	1454	928302		0.129796125743902	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-)	Human_viruses
0	5	0.62142633921365	11884	249	997555		0.206610343078596	Influenza A virus	Human_viruses
