Top_High_Grantham	Top_Low_Grantham	p_val	Virus	Significance	log_p_val	organism	Category
2	4	0.997836138797275	261268		0.000940771196572889	Influenza A virus	Human_viruses
11	146	0.997836138797275	2697049		0.000940771196572889	Severe acute respiratory syndrome coronavirus 2	Non-human_viruses_that_infect_humans
5	28	0.997836138797275	28285		0.000940771196572889	Human adenovirus C serotype 5	Human_viruses
2	20	0.997836138797275	295027		0.000940771196572889	Human cytomegalovirus (strain Merlin)	Human_viruses
1	30	0.997836138797275	31552		0.000940771196572889	Human papillomavirus type 6	Human_viruses
1	10	0.997836138797275	31684		0.000940771196572889	Simian immunodeficiency virus agm.grivet (isolate AGM gr-1)	Non-human_viruses_that_do_not_infect_humans
5	44	0.997836138797275	31762		0.000940771196572889	Hepatitis delta virus genotype I (isolate D380)	Human_viruses
1	15	0.997836138797275	329599		0.000940771196572889	Influenza A virus	Human_viruses
24	244	0.997836138797275	333760		0.000940771196572889	Human papillomavirus type 16	Human_viruses
14	144	0.997836138797275	333761		0.000940771196572889	Human papillomavirus type 18	Human_viruses
5	48	0.997836138797275	333763		0.000940771196572889	Human papillomavirus type 32	Human_viruses
12	122	0.997836138797275	333923		0.000940771196572889	Human papillomavirus 5	Human_viruses
0	17	0.997836138797275	337052		0.000940771196572889	Bovine papillomavirus type 1	Non-human_viruses_that_do_not_infect_humans
9	93	0.997836138797275	33708		0.000940771196572889	Murid herpesvirus 4	Non-human_viruses_that_do_not_infect_humans
4	39	0.997836138797275	363744		0.000940771196572889	Influenza A virus	Human_viruses
1	16	0.997836138797275	37122		0.000940771196572889	Human papillomavirus type 6a	Human_viruses
0	2	0.997836138797275	37296		0.000940771196572889	Human herpesvirus 8	Human_viruses
0	2	0.997836138797275	37959		0.000940771196572889	Human papillomavirus 38	Human_viruses
3	28	0.997836138797275	380337		0.000940771196572889	Influenza A virus (strain A/Equine/Prague/1/1956 H7N7)	Human_viruses
2	39	0.997836138797275	381517		0.000940771196572889	Influenza A virus (strain A/Udorn/307/1972 H3N2)	Human_viruses
8	80	0.997836138797275	381518		0.000940771196572889	Influenza A virus (strain A/Wilson-Smith/1933 H1N1)	Human_viruses
1	8	0.997836138797275	382835		0.000940771196572889	Influenza A virus	Human_viruses
3	33	0.997836138797275	385599		0.000940771196572889	Influenza A virus (strain A/Udorn/1972 H3N2)	Human_viruses
4	16	0.997836138797275	392809		0.000940771196572889	Influenza A virus (strain A/Victoria/3/1975 H3N2)	Human_viruses
4	41	0.997836138797275	402527		0.000940771196572889	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)	Human_viruses
2	23	0.997836138797275	442553		0.000940771196572889	Influenza A virus	Human_viruses
1	14	0.997836138797275	512345		0.000940771196572889	Hepatitis E virus genotype 3 (isolate Swine/United States/swUS1)	Non-human_viruses_that_infect_humans
1	30	0.997836138797275	512346		0.000940771196572889	Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad)	Human_viruses
4	39	0.997836138797275	644788		0.000940771196572889	Influenza A virus	Human_viruses
0	4	0.997836138797275	648242		0.000940771196572889	Adeno-associated virus 2 (isolate Srivastava/1982)	Human_viruses
6	54	0.997836138797275	694009		0.000940771196572889	Severe acute respiratory syndrome coronavirus	Non-human_viruses_that_infect_humans
11	118	0.997836138797275	82830		0.000940771196572889	Epstein-Barr virus (strain AG876)	Human_viruses
3	39	0.997836138797275	868565		0.000940771196572889	Human herpesvirus 8 type P (isolate GK18)	Human_viruses
3	24	0.997836138797275	928302		0.000940771196572889	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-)	Human_viruses
2	4	0.997836138797275	997555		0.000940771196572889	Influenza A virus	Human_viruses
