Top_High_Doolittle	Top_Low_Doolittle	p_val	Virus	Significance	log_p_val	organism	Category
3	8	0.700170603244833	37122		0.154796127099349	Human papillomavirus type 6a	Human_viruses
0	3	0.700170603244833	37296		0.154796127099349	Human herpesvirus 8	Human_viruses
1	5	0.700170603244833	37959		0.154796127099349	Human papillomavirus 38	Human_viruses
3	24	0.700170603244833	380337		0.154796127099349	Influenza A virus (strain A/Equine/Prague/1/1956 H7N7)	Human_viruses
6	24	0.700170603244833	381517		0.154796127099349	Influenza A virus (strain A/Udorn/307/1972 H3N2)	Human_viruses
6	79	0.865868811731521	381518		0.0625479031985659	Influenza A virus (strain A/Wilson-Smith/1933 H1N1)	Human_viruses
1	9	0.700170603244833	382835		0.154796127099349	Influenza A virus	Human_viruses
5	24	0.700170603244833	385599		0.154796127099349	Influenza A virus (strain A/Udorn/1972 H3N2)	Human_viruses
1	20	0.855321543425229	392809		0.0678705890338175	Influenza A virus (strain A/Victoria/3/1975 H3N2)	Human_viruses
3	43	0.855321543425229	402527		0.0678705890338175	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)	Human_viruses
0	22	0.881494031059359	442553		0.0547806241323956	Influenza A virus	Human_viruses
0	12	0.865868811731521	512345		0.0625479031985659	Hepatitis E virus genotype 3 (isolate Swine/United States/swUS1)	Non-human_viruses_that_infect_humans
1	35	0.904636264361207	512346		0.0435260065787333	Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad)	Human_viruses
3	40	0.818678981161671	644788		0.0868863595831814	Influenza A virus	Human_viruses
0	5	0.700170603244833	648242		0.154796127099349	Adeno-associated virus 2 (isolate Srivastava/1982)	Human_viruses
5	47	0.700170603244833	694009		0.154796127099349	Severe acute respiratory syndrome coronavirus	Non-human_viruses_that_infect_humans
9	101	0.855321543425229	82830		0.0678705890338175	Epstein-Barr virus (strain AG876)	Human_viruses
3	26	0.700170603244833	868565		0.154796127099349	Human herpesvirus 8 type P (isolate GK18)	Human_viruses
8	23	0.184410934024558	928302		0.734213332491977	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-)	Human_viruses
1	12	0.700170603244833	997555		0.154796127099349	Influenza A virus	Human_viruses
