Top_S	Top_NS	p_val	Virus	Significance	log_p_val	organism	Category
45	11	0.647127661522299	1891767		0.189010035829564	Simian virus 40	Non-human_viruses_that_do_not_infect_humans
74	18	0.647127661522299	211044		0.189010035829564	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	Human_viruses
16	4	0.647127661522299	251307		0.189010035829564	Influenza A virus	Human_viruses
10	3	0.647127661522299	261268		0.189010035829564	Influenza A virus	Human_viruses
124	40	0.647127661522299	2697049		0.189010035829564	Severe acute respiratory syndrome coronavirus 2	Non-human_viruses_that_infect_humans
18	6	0.647127661522299	28285		0.189010035829564	Human adenovirus C serotype 5	Human_viruses
10	3	0.647127661522299	295027		0.189010035829564	Human cytomegalovirus (strain Merlin)	Human_viruses
22	4	0.647127661522299	31552		0.189010035829564	Human papillomavirus type 6	Human_viruses
7	5	0.667502401111584	31684		0.175547167734719	Simian immunodeficiency virus agm.grivet (isolate AGM gr-1)	Non-human_viruses_that_do_not_infect_humans
30	5	0.397344427370309	31762		0.400832873446874	Hepatitis delta virus genotype I (isolate D380)	Human_viruses
13	2	0.647127661522299	329599		0.189010035829564	Influenza A virus	Human_viruses
196	53	0.469544275388461	333760		0.32832344993612	Human papillomavirus type 16	Human_viruses
115	30	0.647127661522299	333761		0.189010035829564	Human papillomavirus type 18	Human_viruses
46	9	0.553756515600357	333763		0.256681150750573	Human papillomavirus type 32	Human_viruses
98	18	0.397344427370309	333923		0.400832873446874	Human papillomavirus 5	Human_viruses
12	2	0.647127661522299	337052		0.189010035829564	Bovine papillomavirus type 1	Non-human_viruses_that_do_not_infect_humans
84	13	0.469544275388461	33708		0.32832344993612	Murid herpesvirus 4	Non-human_viruses_that_do_not_infect_humans
33	8	0.647127661522299	363744		0.189010035829564	Influenza A virus	Human_viruses
8	3	0.647127661522299	37122		0.189010035829564	Human papillomavirus type 6a	Human_viruses
3	0	0.647127661522299	37296		0.189010035829564	Human herpesvirus 8	Human_viruses
3	3	0.849955255278211	37959		0.0706039365177706	Human papillomavirus 38	Human_viruses
24	3	0.647127661522299	380337		0.189010035829564	Influenza A virus (strain A/Equine/Prague/1/1956 H7N7)	Human_viruses
24	6	0.667502401111584	381517		0.175547167734719	Influenza A virus (strain A/Udorn/307/1972 H3N2)	Human_viruses
67	18	0.647127661522299	381518		0.189010035829564	Influenza A virus (strain A/Wilson-Smith/1933 H1N1)	Human_viruses
8	2	0.647127661522299	382835		0.189010035829564	Influenza A virus	Human_viruses
23	6	0.695533800649207	385599		0.157681759879349	Influenza A virus (strain A/Udorn/1972 H3N2)	Human_viruses
16	5	0.647127661522299	392809		0.189010035829564	Influenza A virus (strain A/Victoria/3/1975 H3N2)	Human_viruses
38	8	0.647127661522299	402527		0.189010035829564	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)	Human_viruses
18	4	0.647127661522299	442553		0.189010035829564	Influenza A virus	Human_viruses
10	2	0.647127661522299	512345		0.189010035829564	Hepatitis E virus genotype 3 (isolate Swine/United States/swUS1)	Non-human_viruses_that_infect_humans
30	6	0.469544275388461	512346		0.32832344993612	Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad)	Human_viruses
35	8	0.647127661522299	644788		0.189010035829564	Influenza A virus	Human_viruses
5	0	0.647127661522299	648242		0.189010035829564	Adeno-associated virus 2 (isolate Srivastava/1982)	Human_viruses
40	12	0.647127661522299	694009		0.189010035829564	Severe acute respiratory syndrome coronavirus	Non-human_viruses_that_infect_humans
91	19	0.469544275388461	82830		0.32832344993612	Epstein-Barr virus (strain AG876)	Human_viruses
19	10	0.786899790205506	868565		0.104080570476746	Human herpesvirus 8 type P (isolate GK18)	Human_viruses
20	11	0.786899790205506	928302		0.104080570476746	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-)	Human_viruses
10	3	0.647127661522299	997555		0.189010035829564	Influenza A virus	Human_viruses
